InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
540772,23203,JUMBO BAG VINTAGE DOILY,17,2010-02-05 17:56:00,1.8,13062,United Kingdom
540772,84029E,RED WOOLLY HOTTIE WHITE HEART,14,2010-02-05 17:56:00,3.96,13062,United Kingdom
540772,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2010-02-05 17:56:00,2.47,13062,United Kingdom
540772,23298,SPACEBOY LUNCH BOX,17,2010-02-05 17:56:00,1.82,13062,United Kingdom
540772,23203,JUMBO BAG VINTAGE DOILY,20,2010-02-05 17:56:00,2.05,13062,United Kingdom
537589,22086,PAPER CHAIN KIT 50'S CHRISTMAS,20,2010-02-05 18:08:00,2.79,12557,United Kingdom
537589,22138,BAKING SET 9 PIECE RETROSPOT,9,2010-02-05 18:08:00,5.31,12557,United Kingdom
537589,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2010-02-05 18:08:00,3.75,12557,United Kingdom
537589,22423,REGENCY CAKESTAND 3 TIER,9,2010-02-05 18:08:00,13.08,12557,United Kingdom
537589,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2010-02-05 18:08:00,1.79,12557,United Kingdom
536512,22960,JAM MAKING SET WITH JARS,3,2010-02-05 18:35:00,4.04,12374,Netherlands
536512,21730,GLASS STAR FROSTED T-LIGHT HOLDER,19,2010-02-05 18:35:00,4.24,12374,Netherlands
541841,21754,HOME BUILDING BLOCK WORD,8,2010-02-05 19:04:00,5.42,13224,United Kingdom
536660,23298,SPACEBOY LUNCH BOX,15,2010-02-05 19:35:00,2.11,12399,United Kingdom
536660,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2010-02-05 19:35:00,4.07,12399,United Kingdom
542207,48187,DOORMAT HOME SWEET HOME,5,2010-02-06 11:28:00,7.42,,United Kingdom
541234,21754,HOME BUILDING BLOCK WORD,16,2010-02-06 14:32:00,6.5,13143,United Kingdom
541234,23298,SPACEBOY LUNCH BOX,8,2010-02-06 14:32:00,1.97,13143,United Kingdom
541234,21212,PACK OF 72 RETROSPOT CAKE CASES,13,2010-02-06 14:32:00,0.56,13143,United Kingdom
541234,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2010-02-06 14:32:00,2.62,13143,United Kingdom
541234,21754,HOME BUILDING BLOCK WORD,12,2010-02-06 14:32:00,6.27,13143,United Kingdom
538490,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2010-02-06 15:34:00,2.3,12729,EIRE
540630,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-02-06 16:40:00,2.46,13039,United Kingdom
540630,22138,BAKING SET 9 PIECE RETROSPOT,3,2010-02-06 16:40:00,5.24,13039,United Kingdom
540630,48187,DOORMAT HOME SWEET HOME,6,2010-02-06 16:40:00,7.05,13039,United Kingdom
540630,22752,SET 7 BABUSHKA NESTING BOXES,11,2010-02-06 16:40:00,7.7,13039,United Kingdom
540630,48187,DOORMAT HOME SWEET HOME,4,2010-02-06 16:40:00,7.09,13039,United Kingdom
540630,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2010-02-06 16:40:00,3.85,13039,United Kingdom
540630,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2010-02-06 16:40:00,2.43,13039,United Kingdom
540630,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,15,2010-02-06 16:40:00,1.55,13039,United Kingdom
540645,21506,FANCY FONT BIRTHDAY CARD,14,2010-02-06 19:16:00,0.42,13041,Germany
537410,48187,DOORMAT HOME SWEET HOME,20,2010-02-07 08:32:00,7.08,12516,Portugal
537410,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2010-02-07 08:32:00,3.98,12516,Portugal
537410,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2010-02-07 08:32:00,3.86,12516,Portugal
538296,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,2,2010-02-07 10:03:00,1.71,12683,United Kingdom
538296,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2010-02-07 10:03:00,4.33,12683,United Kingdom
538296,22138,BAKING SET 9 PIECE RETROSPOT,15,2010-02-07 10:03:00,5.09,12683,United Kingdom
538296,23298,SPACEBOY LUNCH BOX,6,2010-02-07 10:03:00,2.1,12683,United Kingdom
538296,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2010-02-07 10:03:00,0.52,12683,United Kingdom
540796,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2010-02-07 10:35:00,2.59,13071,United Kingdom
540796,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,15,2010-02-07 10:35:00,1.59,13071,United Kingdom
540796,71053,WHITE METAL LANTERN,15,2010-02-07 10:35:00,3.44,13071,United Kingdom
536507,84406B,CREAM CUPID HEARTS COAT HANGER,3,2010-02-07 19:21:00,2.5,12370,Germany
537432,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-02-07 19:38:00,4.32,12523,United Kingdom
537432,21506,FANCY FONT BIRTHDAY CARD,1,2010-02-07 19:38:00,0.42,12523,United Kingdom
537432,23298,SPACEBOY LUNCH BOX,3,2010-02-07 19:38:00,2.11,12523,United Kingdom
537432,23203,JUMBO BAG VINTAGE DOILY,7,2010-02-07 19:38:00,2.12,12523,United Kingdom
537432,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2010-02-07 19:38:00,0.56,12523,United Kingdom
537432,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2010-02-07 19:38:00,4.42,12523,United Kingdom
537432,48187,DOORMAT HOME SWEET HOME,13,2010-02-07 19:38:00,6.69,12523,United Kingdom
539380,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2010-02-08 10:29:00,2.34,12854,United Kingdom
539380,22423,REGENCY CAKESTAND 3 TIER,4,2010-02-08 10:29:00,13.81,12854,United Kingdom
539380,48187,DOORMAT HOME SWEET HOME,10,2010-02-08 10:29:00,6.5,12854,United Kingdom
539380,84406B,CREAM CUPID HEARTS COAT HANGER,20,2010-02-08 10:29:00,2.81,12854,United Kingdom
539380,84406B,CREAM CUPID HEARTS COAT HANGER,7,2010-02-08 10:29:00,2.71,12854,United Kingdom
538300,84406B,CREAM CUPID HEARTS COAT HANGER,14,2010-02-08 13:25:00,2.63,12683,United Kingdom
539817,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2010-02-08 13:25:00,2.76,12923,United Kingdom
539817,21754,HOME BUILDING BLOCK WORD,14,2010-02-08 13:25:00,5.92,12923,United Kingdom
537900,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2010-02-08 18:08:00,0.58,12621,United Kingdom
537900,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2010-02-08 18:08:00,3.78,12621,United Kingdom
537900,23298,SPACEBOY LUNCH BOX,17,2010-02-08 18:08:00,2.12,12621,United Kingdom
538364,23298,SPACEBOY LUNCH BOX,16,2010-02-08 19:08:00,1.94,12699,United Kingdom
538364,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2010-02-08 19:08:00,0.52,12699,United Kingdom
538364,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-02-08 19:08:00,4.42,12699,United Kingdom
538364,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2010-02-08 19:08:00,4.52,12699,United Kingdom
538364,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,2010-02-08 19:08:00,2.67,12699,United Kingdom
538364,84029E,RED WOOLLY HOTTIE WHITE HEART,15,2010-02-08 19:08:00,3.77,12699,United Kingdom
538364,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,2010-02-08 19:08:00,4.18,12699,United Kingdom
538364,22197,SMALL POPCORN HOLDER,6,2010-02-08 19:08:00,0.78,12699,United Kingdom
538242,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2010-02-08 19:09:00,1.6,12674,United Kingdom
538242,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2010-02-08 19:09:00,4.02,12674,United Kingdom
538242,21754,HOME BUILDING BLOCK WORD,6,2010-02-08 19:09:00,5.93,12674,United Kingdom
538242,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2010-02-08 19:09:00,4.56,12674,United Kingdom
538242,23298,SPACEBOY LUNCH BOX,9,2010-02-08 19:09:00,2.09,12674,United Kingdom
539736,22423,REGENCY CAKESTAND 3 TIER,8,2010-02-10 12:18:00,13.21,12915,United Kingdom
539736,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2010-02-10 12:18:00,1.74,12915,United Kingdom
540750,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,2010-02-10 13:54:00,2.76,13056,France
540750,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2010-02-10 13:54:00,3.95,13056,France
540750,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,2010-02-10 13:54:00,3.66,13056,France
540750,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-02-10 13:54:00,2.52,13056,France
540750,84406B,CREAM CUPID HEARTS COAT HANGER,5,2010-02-10 13:54:00,3.02,13056,France
540750,84406B,CREAM CUPID HEARTS COAT HANGER,12,2010-02-10 13:54:00,2.63,13056,France
540750,23203,JUMBO BAG VINTAGE DOILY,17,2010-02-10 13:54:00,2.11,13056,France
537564,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-02-10 14:37:00,7.95,12551,United Kingdom
537564,22138,BAKING SET 9 PIECE RETROSPOT,8,2010-02-10 14:37:00,4.71,12551,United Kingdom
537564,22138,BAKING SET 9 PIECE RETROSPOT,1,2010-02-10 14:37:00,5.14,12551,United Kingdom
537564,23203,JUMBO BAG VINTAGE DOILY,5,2010-02-10 14:37:00,1.94,12551,United Kingdom
542450,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2010-02-10 19:34:00,3.45,,United Kingdom
541916,22960,JAM MAKING SET WITH JARS,8,2010-02-11 11:13:00,4.09,13240,United Kingdom
541916,23203,JUMBO BAG VINTAGE DOILY,15,2010-02-11 11:13:00,1.83,13240,United Kingdom
539614,22423,REGENCY CAKESTAND 3 TIER,16,2010-02-11 13:05:00,13.09,12899,France
539614,22752,SET 7 BABUSHKA NESTING BOXES,13,2010-02-11 13:05:00,8.25,12899,France
539614,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2010-02-11 13:05:00,2.31,12899,France
539614,21754,HOME BUILDING BLOCK WORD,5,2010-02-11 13:05:00,5.65,12899,France
539614,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,5,2010-02-11 13:05:00,1.47,12899,France
539614,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-02-11 13:05:00,2.64,12899,France
540387,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,1,2010-02-11 15:49:00,1.77,13005,United Kingdom
540387,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2010-02-11 15:49:00,2.35,13005,United Kingdom
540387,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2010-02-11 15:49:00,2.8,13005,United Kingdom
540387,23298,SPACEBOY LUNCH BOX,1,2010-02-11 15:49:00,2.11,13005,United Kingdom
537734,22960,JAM MAKING SET WITH JARS,3,2010-02-11 16:51:00,3.93,12586,United Kingdom
537734,21754,HOME BUILDING BLOCK WORD,15,2010-02-11 16:51:00,6.37,12586,United Kingdom
541266,23298,SPACEBOY LUNCH BOX,9,2010-02-11 19:24:00,1.8,13150,United Kingdom
541266,48187,DOORMAT HOME SWEET HOME,14,2010-02-11 19:24:00,6.72,13150,United Kingdom
541266,84879,ASSORTED COLOUR BIRD ORNAMENT,19,2010-02-11 19:24:00,1.66,13150,United Kingdom
541266,22423,REGENCY CAKESTAND 3 TIER,6,2010-02-11 19:24:00,12.81,13150,United Kingdom
541266,22423,REGENCY CAKESTAND 3 TIER,8,2010-02-11 19:24:00,11.64,13150,United Kingdom
539152,21506,FANCY FONT BIRTHDAY CARD,19,2010-02-12 08:34:00,0.41,12820,United Kingdom
540514,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2010-02-12 10:57:00,4.34,13018,United Kingdom
540514,22752,SET 7 BABUSHKA NESTING BOXES,12,2010-02-12 10:57:00,7.92,13018,United Kingdom
540514,23203,JUMBO BAG VINTAGE DOILY,13,2010-02-12 10:57:00,1.96,13018,United Kingdom
542176,22138,BAKING SET 9 PIECE RETROSPOT,9,2010-02-12 12:27:00,5.11,,United Kingdom
537779,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2010-02-12 12:32:00,3.99,12595,United Kingdom
537779,21754,HOME BUILDING BLOCK WORD,7,2010-02-12 12:32:00,5.6,12595,United Kingdom
537779,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2010-02-12 12:32:00,4.55,12595,United Kingdom
537779,22197,SMALL POPCORN HOLDER,13,2010-02-12 12:32:00,0.77,12595,United Kingdom
537779,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,6,2010-02-12 12:32:00,1.77,12595,United Kingdom
536373,21212,PACK OF 72 RETROSPOT CAKE CASES,7,2010-02-12 12:54:00,0.56,12347,United Kingdom
536373,21754,HOME BUILDING BLOCK WORD,9,2010-02-12 12:54:00,5.5,12347,United Kingdom
540815,84406B,CREAM CUPID HEARTS COAT HANGER,2,2010-02-12 14:55:00,2.85,13076,United Kingdom
540815,23203,JUMBO BAG VINTAGE DOILY,15,2010-02-12 14:55:00,2.08,13076,United Kingdom
538572,22138,BAKING SET 9 PIECE RETROSPOT,2,2010-02-13 09:25:00,4.98,12740,United Kingdom
538572,84029E,RED WOOLLY HOTTIE WHITE HEART,19,2010-02-13 09:25:00,4.03,12740,United Kingdom
538572,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2010-02-13 09:25:00,4.48,12740,United Kingdom
538572,22423,REGENCY CAKESTAND 3 TIER,1,2010-02-13 09:25:00,12.68,12740,United Kingdom
538572,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2010-02-13 09:25:00,4.05,12740,United Kingdom
542456,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2010-02-13 13:52:00,2.35,,EIRE
541159,84406B,CREAM CUPID HEARTS COAT HANGER,13,2010-02-13 13:53:00,2.56,13139,United Kingdom
541159,22086,PAPER CHAIN KIT 50'S CHRISTMAS,20,2010-02-13 13:53:00,2.54,13139,United Kingdom
541159,23298,SPACEBOY LUNCH BOX,13,2010-02-13 13:53:00,2.09,13139,United Kingdom
541159,23203,JUMBO BAG VINTAGE DOILY,20,2010-02-13 13:53:00,2.04,13139,United Kingdom
542250,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2010-02-14 10:57:00,3.74,,United Kingdom
542228,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2010-02-14 15:47:00,1.58,,France
537992,21212,PACK OF 72 RETROSPOT CAKE CASES,14,2010-02-14 18:41:00,0.52,12638,Belgium
537992,23298,SPACEBOY LUNCH BOX,4,2010-02-14 18:41:00,2.05,12638,Belgium
537992,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2010-02-14 18:41:00,3.88,12638,Belgium
537688,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,3,2010-02-14 19:13:00,1.58,12579,United Kingdom
537688,84406B,CREAM CUPID HEARTS COAT HANGER,11,2010-02-14 19:13:00,2.75,12579,United Kingdom
537688,71053,WHITE METAL LANTERN,18,2010-02-14 19:13:00,3.44,12579,United Kingdom
537688,22138,BAKING SET 9 PIECE RETROSPOT,17,2010-02-14 19:13:00,5.43,12579,United Kingdom
537688,48187,DOORMAT HOME SWEET HOME,6,2010-02-14 19:13:00,6.95,12579,United Kingdom
537688,21754,HOME BUILDING BLOCK WORD,7,2010-02-14 19:13:00,5.96,12579,United Kingdom
537688,21754,HOME BUILDING BLOCK WORD,17,2010-02-14 19:13:00,5.88,12579,United Kingdom
537688,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2010-02-14 19:13:00,3.84,12579,United Kingdom
538244,23203,JUMBO BAG VINTAGE DOILY,11,2010-02-15 09:36:00,2.08,12675,United Kingdom
538244,21212,PACK OF 72 RETROSPOT CAKE CASES,17,2010-02-15 09:36:00,0.54,12675,United Kingdom
538244,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2010-02-15 09:36:00,3.39,12675,United Kingdom
538244,22960,JAM MAKING SET WITH JARS,17,2010-02-15 09:36:00,4.3,12675,United Kingdom
538244,22197,SMALL POPCORN HOLDER,4,2010-02-15 09:36:00,0.92,12675,United Kingdom
538244,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2010-02-15 09:36:00,1.69,12675,United Kingdom
538244,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2010-02-15 09:36:00,3.59,12675,United Kingdom
538485,71053,WHITE METAL LANTERN,8,2010-02-15 09:37:00,3.09,12726,France
538485,48187,DOORMAT HOME SWEET HOME,17,2010-02-15 09:37:00,7.02,12726,France
538485,71053,WHITE METAL LANTERN,15,2010-02-15 09:37:00,3.59,12726,France
538485,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2010-02-15 09:37:00,3.62,12726,France
538485,22960,JAM MAKING SET WITH JARS,20,2010-02-15 09:37:00,4.07,12726,France
538485,21754,HOME BUILDING BLOCK WORD,20,2010-02-15 09:37:00,5.44,12726,France
542043,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2010-02-15 10:21:00,3.75,,United Kingdom
540806,23203,JUMBO BAG VINTAGE DOILY,6,2010-02-15 11:23:00,2.1,13075,Netherlands
538207,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2010-02-15 14:03:00,3.8,12667,United Kingdom
538207,84029E,RED WOOLLY HOTTIE WHITE HEART,16,2010-02-15 14:03:00,3.83,12667,United Kingdom
538207,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2010-02-15 14:03:00,4.2,12667,United Kingdom
537832,22960,JAM MAKING SET WITH JARS,12,2010-02-15 15:00:00,4.55,12608,United Kingdom
537832,23203,JUMBO BAG VINTAGE DOILY,3,2010-02-15 15:00:00,1.9,12608,United Kingdom
537832,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2010-02-15 15:00:00,4.04,12608,United Kingdom
537832,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2010-02-15 15:00:00,1.52,12608,United Kingdom
537832,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-02-15 15:00:00,7.09,12608,United Kingdom
537832,48187,DOORMAT HOME SWEET HOME,17,2010-02-15 15:00:00,6.72,12608,United Kingdom
537832,21506,FANCY FONT BIRTHDAY CARD,18,2010-02-15 15:00:00,0.43,12608,United Kingdom
537832,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,2010-02-15 15:00:00,4.37,12608,United Kingdom
540660,21754,HOME BUILDING BLOCK WORD,16,2010-02-15 17:29:00,5.96,13043,United Kingdom
540778,22960,JAM MAKING SET WITH JARS,2,2010-02-15 18:23:00,4.35,13065,United Kingdom
540778,22138,BAKING SET 9 PIECE RETROSPOT,17,2010-02-15 18:23:00,4.83,13065,United Kingdom
540778,22423,REGENCY CAKESTAND 3 TIER,19,2010-02-15 18:23:00,12.06,13065,United Kingdom
536947,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2010-02-15 18:49:00,1.67,12436,Spain
536947,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,11,2010-02-15 18:49:00,1.53,12436,Spain
539310,21506,FANCY FONT BIRTHDAY CARD,7,2010-02-16 10:30:00,0.44,12842,United Kingdom
539310,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2010-02-16 10:30:00,3.53,12842,United Kingdom
540255,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2010-02-16 10:39:00,4.09,12977,United Kingdom
540255,22423,REGENCY CAKESTAND 3 TIER,18,2010-02-16 10:39:00,13.91,12977,United Kingdom
540255,22752,SET 7 BABUSHKA NESTING BOXES,5,2010-02-16 10:39:00,7.14,12977,United Kingdom
540255,23203,JUMBO BAG VINTAGE DOILY,7,2010-02-16 10:39:00,1.8,12977,United Kingdom
540255,84406B,CREAM CUPID HEARTS COAT HANGER,10,2010-02-16 10:39:00,2.99,12977,United Kingdom
540255,22423,REGENCY CAKESTAND 3 TIER,3,2010-02-16 10:39:00,11.68,12977,United Kingdom
C539094,22197,SMALL POPCORN HOLDER,-20,2010-02-16 10:46:00,0.91,12808,Australia
C539094,71053,WHITE METAL LANTERN,-4,2010-02-16 10:46:00,3.3,12808,Australia
C539094,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-12,2010-02-16 10:46:00,2.61,12808,Australia
C539094,22960,JAM MAKING SET WITH JARS,-16,2010-02-16 10:46:00,4.66,12808,Australia
542260,22197,SMALL POPCORN HOLDER,3,2010-02-16 15:23:00,0.84,,EIRE
541844,21212,PACK OF 72 RETROSPOT CAKE CASES,20,2010-02-16 16:35:00,0.52,13224,United Kingdom
541844,22752,SET 7 BABUSHKA NESTING BOXES,7,2010-02-16 16:35:00,7.07,13224,United Kingdom
541844,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,4,2010-02-16 16:35:00,1.49,13224,United Kingdom
541844,71053,WHITE METAL LANTERN,16,2010-02-16 16:35:00,3.71,13224,United Kingdom
541844,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2010-02-16 16:35:00,3.45,13224,United Kingdom
541844,22197,SMALL POPCORN HOLDER,15,2010-02-16 16:35:00,0.82,13224,United Kingdom
541844,23298,SPACEBOY LUNCH BOX,17,2010-02-16 16:35:00,1.84,13224,United Kingdom
541844,48187,DOORMAT HOME SWEET HOME,16,2010-02-16 16:35:00,6.4,13224,United Kingdom
541064,23203,JUMBO BAG VINTAGE DOILY,7,2010-02-16 17:37:00,1.76,13119,Belgium
541064,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2010-02-16 17:37:00,2.74,13119,Belgium
541064,21212,PACK OF 72 RETROSPOT CAKE CASES,13,2010-02-16 17:37:00,0.54,13119,Belgium
541064,71053,WHITE METAL LANTERN,12,2010-02-16 17:37:00,3.51,13119,Belgium
541064,84029E,RED WOOLLY HOTTIE WHITE HEART,14,2010-02-16 17:37:00,3.93,13119,Belgium
541064,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2010-02-16 17:37:00,3.74,13119,Belgium
541064,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-02-16 17:37:00,4.11,13119,Belgium
541064,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2010-02-16 17:37:00,2.43,13119,Belgium
540520,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-02-17 09:31:00,6.97,13019,United Kingdom
540737,22423,REGENCY CAKESTAND 3 TIER,6,2010-02-17 10:59:00,11.71,13052,Australia
540737,71053,WHITE METAL LANTERN,3,2010-02-17 10:59:00,3.62,13052,Australia
540737,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2010-02-17 10:59:00,4.48,13052,Australia
540737,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,6,2010-02-17 10:59:00,1.51,13052,Australia
537784,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2010-02-17 13:04:00,1.7,12596,United Kingdom
537784,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2010-02-17 13:04:00,3.76,12596,United Kingdom
537784,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2010-02-17 13:04:00,4.09,12596,United Kingdom
537784,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2010-02-17 13:04:00,1.69,12596,United Kingdom
536913,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2010-02-17 14:08:00,4.24,12429,United Kingdom
536913,22960,JAM MAKING SET WITH JARS,8,2010-02-17 14:08:00,4.0,12429,United Kingdom
536913,22752,SET 7 BABUSHKA NESTING BOXES,14,2010-02-17 14:08:00,8.13,12429,United Kingdom
536913,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-02-17 14:08:00,4.32,12429,United Kingdom
540239,71053,WHITE METAL LANTERN,1,2010-02-17 15:51:00,3.06,12975,EIRE
540239,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,11,2010-02-17 15:51:00,1.56,12975,EIRE
540239,22138,BAKING SET 9 PIECE RETROSPOT,2,2010-02-17 15:51:00,4.86,12975,EIRE
540239,23203,JUMBO BAG VINTAGE DOILY,7,2010-02-17 15:51:00,2.07,12975,EIRE
540239,21506,FANCY FONT BIRTHDAY CARD,13,2010-02-17 15:51:00,0.4,12975,EIRE
540239,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2010-02-17 15:51:00,4.56,12975,EIRE
540239,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2010-02-17 15:51:00,3.52,12975,EIRE
540239,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2010-02-17 15:51:00,1.84,12975,EIRE
540596,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2010-02-18 08:07:00,3.89,13032,Germany
540596,21212,PACK OF 72 RETROSPOT CAKE CASES,12,2010-02-18 08:07:00,0.5,13032,Germany
540596,23203,JUMBO BAG VINTAGE DOILY,14,2010-02-18 08:07:00,1.79,13032,Germany
540596,21506,FANCY FONT BIRTHDAY CARD,1,2010-02-18 08:07:00,0.4,13032,Germany
540596,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2010-02-18 08:07:00,2.64,13032,Germany
540596,23203,JUMBO BAG VINTAGE DOILY,16,2010-02-18 08:07:00,1.96,13032,Germany
540596,22423,REGENCY CAKESTAND 3 TIER,4,2010-02-18 08:07:00,12.29,13032,Germany
536766,84406B,CREAM CUPID HEARTS COAT HANGER,15,2010-02-18 08:29:00,2.68,12409,France
539735,84406B,CREAM CUPID HEARTS COAT HANGER,16,2010-02-18 12:41:00,2.89,12915,United Kingdom
539735,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2010-02-18 12:41:00,2.36,12915,United Kingdom
539735,71053,WHITE METAL LANTERN,10,2010-02-18 12:41:00,3.38,12915,United Kingdom
539735,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2010-02-18 12:41:00,2.72,12915,United Kingdom
539735,21754,HOME BUILDING BLOCK WORD,18,2010-02-18 12:41:00,6.33,12915,United Kingdom
539735,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2010-02-18 12:41:00,1.65,12915,United Kingdom
539104,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,2,2010-02-18 13:43:00,1.55,12813,Belgium
539104,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,2010-02-18 13:43:00,4.05,12813,Belgium
539104,22197,SMALL POPCORN HOLDER,1,2010-02-18 13:43:00,0.77,12813,Belgium
539104,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,17,2010-02-18 13:43:00,1.66,12813,Belgium
539104,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2010-02-18 13:43:00,3.96,12813,Belgium
539104,21754,HOME BUILDING BLOCK WORD,11,2010-02-18 13:43:00,5.93,12813,Belgium
539104,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,2010-02-18 13:43:00,4.43,12813,Belgium
537665,48187,DOORMAT HOME SWEET HOME,10,2010-02-18 19:02:00,7.41,12574,United Kingdom
537665,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2010-02-18 19:02:00,2.3,12574,United Kingdom
537665,21754,HOME BUILDING BLOCK WORD,12,2010-02-18 19:02:00,5.42,12574,United Kingdom
537665,48187,DOORMAT HOME SWEET HOME,2,2010-02-18 19:02:00,6.85,12574,United Kingdom
537665,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2010-02-18 19:02:00,1.73,12574,United Kingdom
537665,22960,JAM MAKING SET WITH JARS,5,2010-02-18 19:02:00,4.36,12574,United Kingdom
